-1114.967769,-1114.967769,,,,,,,,,,,,,,,,,
-1113.838511,-1114.40314,,,,,,,,,,,,,,,,,
-1097.55943,-1108.78857,,,,,,,,,,,,,,,,,
-806.1515217,-1033.129308,,,,,,,,,,,,,,,,,
-956.4917844,-1017.801803,,,,,,,,,,,,,,,,,
-1186.252131,-1045.876858,,,,,,,,,,,,,,,,,
-826.9166386,-1014.596827,,,,,,,,,,,,,,,,,
-726.5836413,-978.5951784,,,,,,,,,,,,,,,,,
-659.150326,-943.1013059,,,,,,,,,,,,,,,,,
-779.6940816,-926.7605834,,,,,,,,,,,,,,,,,
-799.3917749,-915.1816009,,,,,,,,,,,,,,,,,
-720.1086265,-898.9255197,,,,,,,,,,,,,,,,,
-658.0768759,-880.3987009,,,,,,,,,,,,,,,,,
-709.8941148,-868.2198019,,,,,,,,,,,,,,,,,
-634.5878893,-852.6443411,,,,,,,,,,,,,,,,,
-710.8632175,-843.7830208,,,,,,,,,,,,,,,,,
-868.0089063,-845.2080729,,,,,,,,,,,,,,,,,
-756.7920992,-840.2960744,,,,,,,,,,,,,,,,,
-526.7701017,-823.7947074,,,,,,,,,,,,,,,,,
-1036.043976,-834.4071708,,,,,,,,,,,,,,,,,
-609.8483134,-823.7138919,,,,,,,,,,,,,,,,,
-669.2229552,-816.6915766,,,,,,,,,,,,,,,,,
-1083.013982,-828.2708116,,,,,,,,,,,,,,,,,
-1110.868749,-840.0457257,,,,,,,,,,,,,,,,,
-657.0726944,-832.7268044,,,,,,,,,,,,,,,,,
-507.8262786,-820.2306304,,,,,,,,,,,,,,,,,
-881.159278,-822.4872469,,,,,,,,,,,,,,,,,
-663.7377042,-816.8176204,,,,,,,,,,,,,,,,,
-1043.072082,-824.6194984,,,,,,,,,,,,,,,,,
-818.2012273,-824.405556,,,,,,,,,,,,,,,,,
-691.9322659,-820.1322241,,,,,,,,,,,,,,,,,
-959.5773981,-824.4898858,,,,,,,,,,,,,,,,,
-1209.869981,-836.1680705,,,,,,,,,,,,,,,,,
-814.4734461,-835.5299933,,,,,,,,,,,,,,,,,
-837.8911795,-835.5974558,,,,,,,,,,,,,,,,,
-714.8695421,-832.2439026,,,,,,,,,,,,,,,,,
-820.5007952,-831.9265213,,,,,,,,,,,,,,,,,
-829.0237843,-831.8501335,,,,,,,,,,,,,,,,,
-732.9463262,-829.3141384,,,,,,,,,,,,,,,,,
-641.5494289,-824.6200207,,,,,,,,,,,,,,,,,
-762.6246705,-823.107939,,,,,,,,,,,,,,,,,
-815.0064605,-822.9150466,,,,,,,,,,,,,,,,,
-694.0107007,-819.9172712,,,,,,,,,,,,,,,,,
