0,1,,,,,,,,,,,,,,,,,,,,
-941.1058413,-941.1058413,,,,,,,,,,,,,,,,,,,,
-739.2689063,-840.1873738,,,,,,,,,,,,,,,,,,,,
-654.5773762,-778.3173746,,,,,,,,,,,,,,,,,,,,
-776.9622073,-777.9785828,,,,,,,,,,,,,,,,,,,,
-740.9689413,-770.5766545,,,,,,,,,,,,,,,,,,,,
-925.7226983,-796.4343285,,,,,,,,,,,,,,,,,,,,
-715.8807768,-784.9266782,,,,,,,,,,,,,,,,,,,,
-1250.734271,-843.1526273,,,,,,,,,,,,,,,,,,,,
-790.9045149,-837.3472815,,,,,,,,,,,,,,,,,,,,
-885.7328404,-842.1858373,,,,,,,,,,,,,,,,,,,,
-803.639368,-838.6816129,,,,,,,,,,,,,,,,,,,,
-680.2455924,-825.4786112,,,,,,,,,,,,,,,,,,,,
-897.0025119,-830.9804497,,,,,,,,,,,,,,,,,,,,
-1176.91556,-855.6901004,,,,,,,,,,,,,,,,,,,,
-800.550649,-852.014137,,,,,,,,,,,,,,,,,,,,
-713.6899498,-843.3688753,,,,,,,,,,,,,,,,,,,,
-838.2240857,-843.0662406,,,,,,,,,,,,,,,,,,,,
-1171.985422,-861.3395285,,,,,,,,,,,,,,,,,,,,
-882.3952976,-862.4477269,,,,,,,,,,,,,,,,,,,,
-889.3526347,-863.7929722,,,,,,,,,,,,,,,,,,,,
-793.6448889,-860.4525873,,,,,,,,,,,,,,,,,,,,
-768.7831238,-856.2857935,,,,,,,,,,,,,,,,,,,,
-914.0881098,-858.7989377,,,,,,,,,,,,,,,,,,,,
-910.3387035,-860.946428,,,,,,,,,,,,,,,,,,,,
-1019.823018,-867.3014916,,,,,,,,,,,,,,,,,,,,
-812.7637555,-865.2038863,,,,,,,,,,,,,,,,,,,,
-1184.53542,-877.0309802,,,,,,,,,,,,,,,,,,,,
-1071.728378,-883.9844587,,,,,,,,,,,,,,,,,,,,
-793.6817939,-880.8705737,,,,,,,,,,,,,,,,,,,,
-877.3418138,-880.7529484,,,,,,,,,,,,,,,,,,,,
-870.8362182,-880.4330538,,,,,,,,,,,,,,,,,,,,
-1175.8635,-889.6652553,,,,,,,,,,,,,,,,,,,,
-1143.188088,-897.3477653,,,,,,,,,,,,,,,,,,,,
