0,-627.1126778,-627.1126778,,,,,,,,,,,,,,,,,,,,
1,-875.2349737,-751.1738257,,,,,,,,,,,,,,,,,,,,
2,-869.7933105,-790.713654,,,,,,,,,,,,,,,,,,,,
3,-665.7311152,-759.4680193,,,,,,,,,,,,,,,,,,,,
4,-832.5600918,-774.0864338,,,,,,,,,,,,,,,,,,,,
5,-706.5400194,-762.8286981,,,,,,,,,,,,,,,,,,,,
6,-1115.390111,-813.1946142,,,,,,,,,,,,,,,,,,,,
7,-718.5548254,-801.3646406,,,,,,,,,,,,,,,,,,,,
8,-670.1972686,-786.7904881,,,,,,,,,,,,,,,,,,,,
9,-635.4216113,-771.6536005,,,,,,,,,,,,,,,,,,,,
10,-855.7933682,-779.3026702,,,,,,,,,,,,,,,,,,,,
11,-824.9295899,-783.1049136,,,,,,,,,,,,,,,,,,,,
12,-628.5963986,-771.2196432,,,,,,,,,,,,,,,,,,,,
13,-617.2789181,-760.2238771,,,,,,,,,,,,,,,,,,,,
14,-723.2548497,-757.7592753,,,,,,,,,,,,,,,,,,,,
15,-630.5768826,-749.8103757,,,,,,,,,,,,,,,,,,,,
16,-623.9454638,-742.4065574,,,,,,,,,,,,,,,,,,,,
17,-505.2703939,-729.2323261,,,,,,,,,,,,,,,,,,,,
18,-517.6844086,-718.0982252,,,,,,,,,,,,,,,,,,,,
19,-538.4104326,-709.1138355,,,,,,,,,,,,,,,,,,,,
20,-736.8293991,-710.4336243,,,,,,,,,,,,,,,,,,,,
21,-1089.104543,-727.6459388,,,,,,,,,,,,,,,,,,,,
22,-1054.743683,-741.8675798,,,,,,,,,,,,,,,,,,,,
23,-809.1047136,-744.669127,,,,,,,,,,,,,,,,,,,,
24,-839.7877778,-748.4738731,,,,,,,,,,,,,,,,,,,,
25,-489.5426314,-738.5149792,,,,,,,,,,,,,,,,,,,,
26,-613.2519606,-733.8756081,,,,,,,,,,,,,,,,,,,,
27,-1085.978067,-746.4506959,,,,,,,,,,,,,,,,,,,,
28,-1004.397097,-755.3453994,,,,,,,,,,,,,,,,,,,,
29,-549.7684036,-748.4928329,,,,,,,,,,,,,,,,,,,,
30,-885.9326174,-752.9263743,,,,,,,,,,,,,,,,,,,,
31,-659.48922,-750.0064633,,,,,,,,,,,,,,,,,,,,
32,-638.8442275,-746.6379107,,,,,,,,,,,,,,,,,,,,
33,-1088.347674,-756.6881978,,,,,,,,,,,,,,,,,,,,
34,-761.2060516,-756.8172793,,,,,,,,,,,,,,,,,,,,
35,-807.8616312,-758.235178,,,,,,,,,,,,,,,,,,,,
36,-634.6640446,-754.8954176,,,,,,,,,,,,,,,,,,,,
37,-641.4084529,-751.9089186,,,,,,,,,,,,,,,,,,,,
38,-728.2638285,-751.3026342,,,,,,,,,,,,,,,,,,,,
39,-744.3809304,-751.1295916,,,,,,,,,,,,,,,,,,,,
40,-708.838515,-750.0981019,,,,,,,,,,,,,,,,,,,,
41,-761.3233114,-750.3653688,,,,,,,,,,,,,,,,,,,,
42,-578.3159865,-746.3642204,,,,,,,,,,,,,,,,,,,,
43,-993.6225045,-751.9837269,,,,,,,,,,,,,,,,,,,,
44,-624.6626031,-749.1543686,,,,,,,,,,,,,,,,,,,,
45,-919.2264381,-752.8515875,,,,,,,,,,,,,,,,,,,,
46,-811.1165247,-754.091267,,,,,,,,,,,,,,,,,,,,
47,-984.1235,-758.8836052,,,,,,,,,,,,,,,,,,,,
48,-956.2926904,-762.912362,,,,,,,,,,,,,,,,,,,,
49,-1071.295584,-769.0800264,,,,,,,,,,,,,,,,,,,,
50,-529.4366517,-764.3811367,,,,,,,,,,,,,,,,,,,,
51,-1043.939925,-769.7572673,,,,,,,,,,,,,,,,,,,,
52,-978.6795313,-773.6991968,,,,,,,,,,,,,,,,,,,,
53,-955.4294087,-777.0645711,,,,,,,,,,,,,,,,,,,,
54,-614.9815273,-774.1176067,,,,,,,,,,,,,,,,,,,,
55,-505.8817924,-769.3276814,,,,,,,,,,,,,,,,,,,,
56,-711.7394878,-768.3173622,,,,,,,,,,,,,,,,,,,,
57,-989.6826811,-772.1340056,,,,,,,,,,,,,,,,,,,,
58,-1003.170691,-776.0498817,,,,,,,,,,,,,,,,,,,,
59,-690.6733042,-774.6269387,,,,,,,,,,,,,,,,,,,,
60,-788.785525,-774.8590467,,,,,,,,,,,,,,,,,,,,
61,-599.5679359,-772.0317707,,,,,,,,,,,,,,,,,,,,
62,-508.8190594,-767.8537912,,,,,,,,,,,,,,,,,,,,
63,-998.3839752,-771.4558253,,,,,,,,,,,,,,,,,,,,
64,-1009.864417,-775.1236498,,,,,,,,,,,,,,,,,,,,
65,-519.3140493,-771.2477467,,,,,,,,,,,,,,,,,,,,
66,-735.9518937,-770.720943,,,,,,,,,,,,,,,,,,,,
67,-732.9381333,-770.1653134,,,,,,,,,,,,,,,,,,,,
68,-716.9077485,-769.3934646,,,,,,,,,,,,,,,,,,,,
69,-1074.590098,-773.7534165,,,,,,,,,,,,,,,,,,,,
70,-816.6211463,-774.3571874,,,,,,,,,,,,,,,,,,,,
71,-683.8704539,-773.1004272,,,,,,,,,,,,,,,,,,,,
72,-1055.269335,-776.9657547,,,,,,,,,,,,,,,,,,,,
73,-847.5422947,-777.9194917,,,,,,,,,,,,,,,,,,,,
74,-725.3131573,-777.2180739,,,,,,,,,,,,,,,,,,,,
75,-554.5952863,-774.2888267,,,,,,,,,,,,,,,,,,,,
76,-712.5015307,-773.4863943,,,,,,,,,,,,,,,,,,,,
77,-842.4502874,-774.3705468,,,,,,,,,,,,,,,,,,,,
78,-1058.057652,-777.9615228,,,,,,,,,,,,,,,,,,,,
79,-945.9002385,-780.0607567,,,,,,,,,,,,,,,,,,,,
80,-1061.153727,-783.5310403,,,,,,,,,,,,,,,,,,,,
81,-1105.928399,-787.4627154,,,,,,,,,,,,,,,,,,,,
82,-943.8767915,-789.3472224,,,,,,,,,,,,,,,,,,,,
83,-1004.400903,-791.9073852,,,,,,,,,,,,,,,,,,,,
84,-1029.101756,-794.6979072,,,,,,,,,,,,,,,,,,,,
85,-1040.673669,-797.5580905,,,,,,,,,,,,,,,,,,,,
86,-749.2694957,-797.0030492,,,,,,,,,,,,,,,,,,,,
87,-797.7188759,-797.0111836,,,,,,,,,,,,,,,,,,,,
88,-663.0483903,-795.5059837,,,,,,,,,,,,,,,,,,,,
